date,min_delay,line,station
2014-08-02,0,YU,YORK MILLS STATION
2014-08-02,0,YU,EGLINTON WEST STATION
2014-08-02,0,YU,COLLEGE STATION
2014-08-02,0,BD,CASTLE FRANK STATION
2014-08-02,0,BD,BATHURST STATION
2014-08-02,0,BD,DUNDAS WEST STATION
2014-08-02,0,YU,LAWRENCE WEST STATION
2014-08-02,0,BD,OSSINGTON STATION
2014-08-02,4,BD,KIPLING STATION
2014-08-02,0,YU,ST GEORGE YUS STATION
2014-08-02,6,SRT,KENNEDY SRT STATION
2014-08-02,0,BD,VICTORIA PARK STATION
2014-08-02,0,BD,CHRISTIE STATION
2014-08-02,3,BD,ST GEORGE BD STATION
2014-08-03,0,BD,JANE STATION
2014-08-03,0,BD,OLD MILL STATION
2014-08-03,0,BD,BLOOR DANFORTH SUBWAY
2014-08-03,5,YU,SHEPPARD WEST STATION
2014-08-03,0,BD,ST GEORGE BD STATION
2014-08-03,0,BD,KENNEDY BD STATION
2014-08-03,0,YU,YONGE UNIVERSITY LINE
2014-08-03,3,YU,SHEPPARD WEST STATION
2014-08-03,0,BD,BLOOR DANFORTH SUBWAY
2014-08-03,0,YU,EGLINTON WEST STATION
2014-08-03,10,BD,SPADINA BD STATION
2014-08-03,0,YU,UNION STATION
2014-08-03,0,BD,YONGE UNIVERSITY LINE
2014-08-03,0,YU,WILSON STATION
2014-08-03,0,BD,JANE STATION
2014-08-03,0,YU,YONGE UNIVERSITY LINE
2014-08-03,0,YU,EGLINTON WEST STATION
2014-08-03,0,BD,MAIN STREET STATION
2014-08-03,0,YU,YORK MILLS STATION
2014-08-03,0,YU,YONGE UNIVERSITY LINE
2014-08-03,0,YU,SHEPPARD WEST STATION
2014-08-03,0,BD,DUNDAS WEST STATION
2014-08-03,5,YU,DUPONT STATION
2014-08-03,10,YU,BLOOR STATION
2014-08-03,0,YU,SPADINA YUS STATION
2014-08-03,0,SHP,BAYVIEW STATION
2014-08-03,3,YU,SHEPPARD WEST STATION
2014-08-03,0,YU,DUPONT STATION
2014-08-03,3,YU,NORTH YORK CTR STATION
2014-08-03,0,YU,SHEPPARD WEST STATION
2014-08-03,0,YU,SUMMERHILL STATION
2014-08-03,0,YU,EGLINTON WEST STATION
2014-08-03,0,YU,SHEPPARD WEST STATION
2014-08-03,3,SRT,MCCOWAN STATION
2014-08-03,0,YU,COLLEGE STATION
2014-08-03,0,YU,DUPONT STATION
2014-08-03,0,YU,FINCH STATION
2014-08-03,0,BD,WOODBINE STATION
2014-08-04,0,YU,DUPONT STATION
2014-08-04,0,YU,ST CLAIR STATION
2014-08-04,0,BD,WARDEN STATION
2014-08-04,0,YU,COLLEGE STATION
2014-08-04,0,YU,DAVISVILLE STATION
2014-08-04,0,YU,BLOOR STATION
2014-08-04,0,YU,ST CLAIR STATION
2014-08-04,0,YU,ST GEORGE YUS STATION
2014-08-04,0,BD,WARDEN STATION
2014-08-04,9,YU,LAWRENCE WEST STATION
2014-08-04,0,SRT,SCARB CTR STATION
2014-08-04,3,YU,NORTH YORK CTR STATION
2014-08-04,0,YU,YONGE UNIVERSITY LINE
2014-08-04,4,YU,EGLINTON WEST STATION
2014-08-04,0,YU,YORKDALE STATION
2014-08-04,12,YU,LAWRENCE STATION
2014-08-04,0,YU,YONGE UNIVERSITY LINE
2014-08-04,0,BD,ROYAL YORK STATION
2014-08-04,0,BD,BLOOR DANFORTH SUBWAY
2014-08-04,3,YU,WELLESLEY STATION
2014-08-04,0,BD,BLOOR DANFORTH SUBWAY
2014-08-04,0,YU,YONGE UNIVERSITY LINE
2014-08-04,0,SHP,YONGE SHP STATION
2014-08-04,0,YU,WILSON STATION
2014-08-04,0,YU,DAVISVILLE YARD
2014-08-04,0,BD,WOODBINE STATION
2014-08-04,0,BD,DUFFERIN STATION
2014-08-04,5,YU,BLOOR STATION
2014-08-04,5,YU,ST GEORGE YUS STATION
2014-08-04,0,YU,EGLINTON STATION
2014-08-04,0,YU,DUPONT STATION
2014-08-04,0,YU,ST CLAIR WEST STATION
2014-08-04,4,BD,KIPLING STATION
2014-08-04,0,YU,DAVISVILLE STATION
2014-08-04,0,BD,JANE STATION
2014-08-04,0,BD,KIPLING STATION
2014-08-04,3,BD,WARDEN STATION
2014-08-04,0,YU,ST CLAIR WEST STATION
2014-08-04,5,YU,FINCH TO DOWNSVIEW
2014-08-04,0,SHP,BAYVIEW STATION
2014-08-04,0,YU,LAWRENCE STATION
2014-08-04,0,YU,BLOOR STATION
2014-08-04,0,YU,GLENCAIRN STATION
2014-08-04,0,YU,ST CLAIR WEST STATION
2014-08-04,0,BD,RUNNYMEDE STATION
2014-08-04,0,BD,BLOOR DANFORTH SUBWAY
2014-08-04,0,YU,EGLINTON STATION
2014-08-05,0,BD,PAPE STATION
2014-08-05,0,BD,COXWELL STATION
2014-08-05,6,SRT,KENNEDY SRT STATION
2014-08-05,0,YU,EGLINTON WEST STATION
2014-08-05,4,BD,VICTORIA PARK STATION
2014-08-05,5,BD,CASTLE FRANK STATION
2014-08-05,0,BD,KENNEDY BD STATION
2014-08-05,0,BD,KENNEDY BD STATION
2014-08-05,0,BD,SPADINA BD STATION
2014-08-05,0,BD,JANE STATION
2014-08-05,4,BD,KENNEDY BD STATION
2014-08-05,6,YU,EGLINTON STATION
2014-08-05,0,SHP,DON MILLS STATION
2014-08-05,0,YU,BLOOR STATION
2014-08-05,0,BD,SPADINA BD STATION
2014-08-05,6,SRT,LAWRENCE EAST STATION
2014-08-05,0,YU,ST ANDREW STATION
2014-08-05,0,YU,WILSON STATION
2014-08-05,0,YU,YONGE UNIVERSITY LINE
2014-08-05,0,BD,BLOOR DANFORTH SUBWAY
2014-08-05,0,SRT,KENNEDY SRT STATION
2014-08-05,0,YU,LAWRENCE WEST STATION
2014-08-05,3,BD,CHESTER STATION
2014-08-05,4,BD,SHERBOURNE STATION
2014-08-05,0,YU,ST CLAIR WEST STATION
2014-08-05,5,YU,ST CLAIR STATION
2014-08-05,0,YU,EGLINTON WEST STATION
2014-08-05,0,YU,YONGE UNIVERSITY LINE
2014-08-05,0,YU,OSGOODE STATION
2014-08-05,0,BD,BLOOR DANFORTH SUBWAY
2014-08-05,0,YU,YORK MILLS STATION
2014-08-05,0,YU,SHEPPARD WEST STATION
2014-08-05,0,BD,JANE STATION
2014-08-05,0,BD,VICTORIA PARK STATION
2014-08-05,0,YU,ST CLAIR WEST STATION
2014-08-05,3,YU,EGLINTON STATION
2014-08-05,0,BD,OLD MILL STATION
2014-08-05,7,YU,DUNDAS STATION
2014-08-05,3,BD,KIPLING STATION
2014-08-05,0,BD,PAPE STATION
2014-08-05,0,SHP,DON MILLS STATION
2014-08-05,0,BD,ROYAL YORK STATION
2014-08-05,3,BD,LANSDOWNE STATION
2014-08-05,340,YU,ST CLAIR WEST STATION
2014-08-05,0,BD,WARDEN STATION
2014-08-05,0,BD,GREENWOOD STATION
2014-08-05,5,BD,GREENWOOD STATION
2014-08-05,3,BD,DONLANDS STATION
2014-08-05,0,BD,ROYAL YORK STATION
2014-08-05,0,SHP,YONGE SHP STATION
2014-08-05,3,BD,GREENWOOD STATION
2014-08-05,0,BD,WARDEN STATION
2014-08-05,5,BD,GREENWOOD STATION
2014-08-05,7,BD,ISLINGTON STATION
2014-08-05,4,YU,QUEEN'S PARK STATION
2014-08-05,0,YU,LAWRENCE WEST STATION
2014-08-05,3,YU,FINCH STATION
2014-08-05,0,BD,JANE STATION
2014-08-05,3,YU,EGLINTON STATION
2014-08-05,0,BD,ST GEORGE BD STATION
2014-08-05,3,YU,QUEEN'S PARK STATION
2014-08-05,0,BD,BROADVIEW STATION
2014-08-05,3,YU,BLOOR STATION
2014-08-05,0,BD,ST GEORGE BD STATION
2014-08-05,0,BD,ISLINGTON STATION
2014-08-05,11,BD,SHERBOURNE STATION
2014-08-05,0,YU,DAVISVILLE STATION
2014-08-05,4,YU,ROSEDALE STATION
2014-08-05,0,BD,BATHURST STATION
2014-08-06,0,YU,DUNDAS STATION
2014-08-06,4,BD,COXWELL STATION
2014-08-06,0,BD,JANE STATION
2014-08-06,0,YU,YORK MILLS STATION
2014-08-06,0,YU,SPADINA YUS STATION
2014-08-06,0,YU,UNION STATION
2014-08-06,3,BD,PAPE STATION
2014-08-06,0,YU,DUPONT STATION
2014-08-06,6,YU,LAWRENCE STATION
2014-08-06,4,BD,BATHURST STATION
2014-08-06,3,BD,KIPLING STATION
2014-08-06,0,YU,YONGE UNIVERSITY LINE
2014-08-06,0,BD,BLOOR DANFORTH SUBWAY
2014-08-06,7,BD,ISLINGTON STATION
2014-08-06,6,YU,ST CLAIR WEST STATION
2014-08-06,0,YU,ST ANDREW STATION
2014-08-06,0,BD,KENNEDY BD STATION
2014-08-06,0,YU,YONGE UNIVERSITY LINE
2014-08-06,0,BD,ISLINGTON STATION
2014-08-06,0,YU,QUEEN'S PARK STATION
2014-08-06,0,SRT,KENNEDY SRT STATION
2014-08-06,5,BD,YONGE BD STATION
2014-08-06,0,BD,WARDEN STATION
2014-08-06,0,BD,WOODBINE STATION
2014-08-06,0,BD,GREENWOOD YARD
2014-08-06,0,BD,YONGE UNIVERSITY LINE
2014-08-06,0,YU,LAWRENCE WEST STATION
2014-08-06,3,YU,WILSON STATION
2014-08-06,4,YU,ST CLAIR STATION
2014-08-06,3,YU,ST CLAIR WEST STATION
2014-08-06,0,YU,SHEPPARD STATION
2014-08-06,11,BD,JANE STATION
2014-08-06,101,BD,LANSDOWNE STATION
2014-08-06,0,BD,DUNDAS WEST STATION
2014-08-06,3,BD,KEELE STATION
2014-08-06,0,YU,EGLINTON WEST STATION
2014-08-06,0,BD,YONGE BD STATION
2014-08-06,0,YU,ST CLAIR STATION
2014-08-06,0,BD,CHRISTIE STATION
2014-08-06,0,YU,LAWRENCE STATION
2014-08-06,0,BD,DUFFERIN STATION
2014-08-06,0,YU,BLOOR STATION
2014-08-06,0,YU,EGLINTON STATION
2014-08-07,0,SHP,SHEPPARD STATION
2014-08-07,20,SRT,ELLESMERE STATION
2014-08-07,0,YU,WELLESLEY STATION
2014-08-07,6,YU,ST CLAIR WEST STATION
2014-08-07,7,YU,SHEPPARD WEST STATION
2014-08-07,0,BD,KIPLING STATION
2014-08-07,4,YU,ST CLAIR WEST STATION
2014-08-07,7,BD,WARDEN STATION
2014-08-07,0,YU,YONGE UNIVERSITY LINE
2014-08-07,0,YU,LAWRENCE STATION
2014-08-07,0,BD,KIPLING STATION
2014-08-07,0,YU,WILSON STATION
2014-08-07,0,BD,BLOOR DANFORTH SUBWAY
2014-08-07,3,YU,SHEPPARD WEST STATION
2014-08-07,0,YU,DUNDAS STATION
2014-08-07,0,YU,EGLINTON STATION
2014-08-07,0,SRT,LAWRENCE EAST STATION
2014-08-07,0,YU,ST GEORGE YUS STATION
2014-08-07,0,YU,NORTH YORK CTR STATION
2014-08-07,0,YU,SUMMERHILL STATION
2014-08-07,4,YU,OSGOODE STATION
2014-08-07,3,BD,KIPLING STATION
2014-08-07,0,BD,SPADINA BD STATION
2014-08-07,5,BD,YONGE BD STATION
2014-08-07,0,YU,DAVISVILLE STATION
2014-08-07,3,YU,DUPONT STATION
2014-08-07,0,YU,ST CLAIR WEST STATION
2014-08-07,0,YU,DUNDAS STATION
2014-08-07,0,YU,LAWRENCE STATION
2014-08-07,0,YU,WILSON STATION
2014-08-07,0,BD,MAIN STREET STATION
2014-08-07,5,YU,EGLINTON STATION
2014-08-07,0,BD,COXWELL STATION
2014-08-07,6,YU,EGLINTON STATION
2014-08-07,0,BD,YONGE UNIVERSITY LINE
2014-08-07,4,YU,SHEPPARD WEST STATION
2014-08-07,0,BD,KENNEDY BD STATION
2014-08-07,4,YU,EGLINTON STATION
2014-08-07,0,YU,SHEPPARD WEST STATION
2014-08-07,0,YU,ST CLAIR WEST STATION
2014-08-07,8,YU,OSGOODE STATION
2014-08-07,4,YU,DAVISVILLE STATION
2014-08-07,8,YU,DAVISVILLE STATION
2014-08-07,0,YU,LAWRENCE STATION
2014-08-07,4,BD,OSSINGTON STATION
2014-08-07,0,YU,NORTH YORK CTR STATION
2014-08-07,0,YU,LAWRENCE STATION
2014-08-07,0,YU,SHEPPARD WEST STATION
2014-08-07,0,BD,OLD MILL STATION
2014-08-07,0,YU,YORKDALE STATION
2014-08-07,0,YU,EGLINTON STATION
2014-08-07,0,BD,KIPLING STATION
2014-08-07,3,YU,EGLINTON STATION
2014-08-08,0,BD,KEELE STATION
2014-08-08,3,BD,DONLANDS STATION
2014-08-08,0,YU,ROSEDALE STATION
2014-08-08,3,BD,ST GEORGE BD STATION
2014-08-08,0,YU,DAVISVILLE STATION
2014-08-08,0,BD,ROYAL YORK STATION
2014-08-08,0,YU,ST ANDREW STATION
2014-08-08,0,SRT,KENNEDY SRT STATION
2014-08-08,0,YU,YORKDALE STATION
2014-08-08,0,BD,KIPLING STATION
2014-08-08,0,BD,CHESTER STATION
2014-08-08,0,BD,KENNEDY BD STATION
2014-08-08,3,BD,ISLINGTON STATION
2014-08-08,3,BD,KIPLING STATION
2014-08-08,0,YU,ROSEDALE STATION
2014-08-08,0,,DUPONT STATION
2014-08-08,0,BD,SPADINA BD STATION
2014-08-08,8,YU,QUEEN STATION
2014-08-08,5,BD,CHRISTIE STATION
2014-08-08,0,BD,BLOOR DANFORTH SUBWAY
2014-08-08,0,YU,YONGE UNIVERSITY LINE
2014-08-08,0,YU,MUSEUM STATION
2014-08-08,0,YU,LAWRENCE STATION
2014-08-08,0,BD,WARDEN STATION
2014-08-08,0,BD,KENNEDY BD STATION
2014-08-08,3,BD,WOODBINE STATION
2014-08-08,0,YU,SUMMERHILL STATION
2014-08-08,0,YU,FINCH STATION
2014-08-08,9,YU,EGLINTON STATION
2014-08-08,0,YU,BLOOR STATION
2014-08-08,0,YU,SHEPPARD WEST STATION
2014-08-08,0,YU,SHEPPARD STATION
2014-08-08,0,YU,YORK MILLS STATION
2014-08-08,0,BD,PAPE STATION
2014-08-08,0,BD,KENNEDY BD STATION
2014-08-08,9,YU,SHEPPARD WEST STATION
2014-08-08,0,YU,EGLINTON STATION
2014-08-08,0,BD,WARDEN STATION
2014-08-08,0,SHP,DON MILLS STATION
2014-08-08,0,YU,YORKDALE STATION
2014-08-08,0,BD,DONLANDS STATION
2014-08-08,3,BD,LANSDOWNE STATION
2014-08-08,0,BD,COXWELL STATION
2014-08-08,0,BD,JANE STATION
2014-08-08,0,YU,EGLINTON STATION
2014-08-08,0,BD,YONGE UNIVERSITY LINE
2014-08-08,5,YU,SHEPPARD WEST STATION
2014-08-08,3,BD,GREENWOOD STATION
2014-08-08,3,YU,WILSON STATION
2014-08-08,0,BD,COXWELL STATION
2014-08-08,0,BD,CASTLE FRANK STATION
2014-08-08,3,BD,KENNEDY BD STATION
2014-08-08,0,YU,FINCH STATION
2014-08-08,4,YU,ST CLAIR WEST STATION
2014-08-08,0,YU,YORKDALE STATION
2014-08-08,0,YU,DUPONT STATION
2014-08-08,3,YU,ST PATRICK STATION
2014-08-08,0,YU,ST GEORGE YUS STATION
2014-08-08,0,YU,ST GEORGE YUS STATION
2014-08-08,0,YU,WILSON STATION
2014-08-08,0,YU,EGLINTON WEST STATION
2014-08-08,4,YU,COLLEGE STATION
2014-08-08,0,BD,CHESTER STATION
2014-08-08,0,BD,KENNEDY BD STATION
2014-08-08,4,YU,ST CLAIR WEST STATION
2014-08-08,5,YU,SHEPPARD WEST STATION
2014-08-09,0,BD,WARDEN STATION
2014-08-09,4,YU,SHEPPARD WEST STATION
2014-08-09,0,BD,ISLINGTON STATION
2014-08-09,0,YU,COLLEGE STATION
2014-08-09,0,BD,ISLINGTON STATION
2014-08-09,0,BD,ISLINGTON STATION
2014-08-09,0,BD,WARDEN STATION
2014-08-09,0,YU,LAWRENCE STATION
2014-08-09,0,YU,WILSON STATION
2014-08-09,0,YU,SHEPPARD WEST STATION
2014-08-09,18,BD,HIGH PARK STATION
2014-08-09,0,BD,KIPLING STATION
2014-08-09,100,BD,WARDEN STATION
2014-08-09,0,BD,ROYAL YORK STATION
2014-08-09,0,YU,YONGE UNIVERSITY LINE
2014-08-09,0,BD,BLOOR DANFORTH SUBWAY
2014-08-09,0,YU,ST CLAIR WEST STATION
2014-08-09,4,YU,ROSEDALE STATION
2014-08-09,0,YU,NORTH YORK CTR STATION
2014-08-09,0,YU,YONGE UNIVERSITY LINE
2014-08-09,0,BD,BATHURST STATION
2014-08-09,0,YU,YONGE UNIVERSITY LINE
2014-08-09,0,YU,SHEPPARD WEST STATION
2014-08-09,0,BD,WARDEN STATION
2014-08-09,0,YU,YONGE UNIVERSITY LINE
2014-08-09,0,BD,CHESTER STATION
2014-08-09,0,BD,KENNEDY BD STATION
2014-08-09,0,BD,BLOOR DANFORTH SUBWAY
2014-08-09,3,BD,WARDEN STATION
2014-08-09,0,BD,BATHURST STATION
2014-08-09,0,BD,COXWELL STATION
2014-08-09,0,SRT,MIDLAND STATION
2014-08-09,0,BD,LANSDOWNE STATION
2014-08-09,0,YU,YORK MILLS STATION
2014-08-09,0,BD,VICTORIA PARK STATION
2014-08-09,0,BD,KIPLING STATION
2014-08-09,0,BD,KIPLING STATION
2014-08-09,0,BD,KENNEDY BD STATION
2014-08-09,0,YU,ST CLAIR WEST STATION
2014-08-09,0,BD,KIPLING STATION
2014-08-09,0,YU,EGLINTON WEST STATION
2014-08-09,0,BD,GREENWOOD STATION
2014-08-09,5,BD,WARDEN STATION
2014-08-09,0,BD,BLOOR DANFORTH SUBWAY
2014-08-09,0,BD,JANE STATION
2014-08-09,0,SHP,DON MILLS STATION
2014-08-09,0,YU,YORK MILLS STATION
2014-08-09,0,BD,ISLINGTON STATION
2014-08-09,4,BD,CHESTER STATION
2014-08-09,0,BD,BROADVIEW STATION
2014-08-09,0,SHP,DON MILLS STATION
2014-08-09,0,YU,DUNDAS STATION
2014-08-09,0,BD,VICTORIA PARK STATION
2014-08-09,0,BD,LANSDOWNE STATION
2014-08-09,0,BD,VICTORIA PARK STATION
2014-08-09,0,BD,KEELE STATION
2014-08-10,0,BD,KIPLING STATION
2014-08-10,0,BD,WARDEN STATION
2014-08-10,5,BD,KIPLING STATION
2014-08-10,0,BD,JANE STATION
2014-08-10,0,BD,BROADVIEW STATION
2014-08-10,0,BD,BLOOR DANFORTH SUBWAY
2014-08-10,0,BD,ROYAL YORK STATION
2014-08-10,0,YU,ST CLAIR WEST STATION
2014-08-10,0,BD,OSSINGTON STATION
2014-08-10,0,YU,SHEPPARD WEST STATION
2014-08-10,0,BD,KENNEDY BD STATION
2014-08-10,0,BD,BLOOR DANFORTH SUBWAY
2014-08-10,6,YU,SPADINA YUS STATION
2014-08-10,0,YU,LAWRENCE STATION
2014-08-10,0,YU,YONGE UNIVERSITY LINE
2014-08-10,0,YU,MUSEUM STATION
2014-08-10,4,BD,BROADVIEW STATION
2014-08-10,0,BD,BLOOR DANFORTH SUBWAY
2014-08-10,0,YU,WILSON STATION
2014-08-10,0,BD,JANE STATION
2014-08-10,0,YU,WILSON STATION
2014-08-10,0,BD,COXWELL STATION
2014-08-10,0,BD,GREENWOOD WYE
2014-08-10,0,SHP,BAYVIEW STATION
2014-08-10,4,BD,KIPLING STATION
2014-08-10,0,BD,ISLINGTON STATION
2014-08-10,0,BD,JANE STATION
2014-08-10,3,BD,ISLINGTON STATION
2014-08-10,0,BD,ISLINGTON STATION
2014-08-10,0,BD,CHESTER STATION
2014-08-10,12,BD,WARDEN STATION
2014-08-11,0,YU,YORKDALE STATION
2014-08-11,0,BD,KENNEDY BD STATION
2014-08-11,0,YU,FINCH STATION
2014-08-11,0,SHP,YONGE SHP STATION
2014-08-11,0,BD,KIPLING STATION
2014-08-11,0,BD,ISLINGTON STATION
2014-08-11,0,YU,YONGE UNIVERSITY LINE
2014-08-11,0,YU,YORK MILLS STATION
2014-08-11,0,BD,KEELE STATION
2014-08-11,0,YU,NORTH YORK CTR STATION
2014-08-11,0,BD,KIPLING STATION
2014-08-11,0,YU,SHEPPARD WEST STATION
2014-08-11,0,YU,FINCH STATION
2014-08-11,0,BD,BATHURST STATION
2014-08-11,0,YU,ST CLAIR WEST STATION
2014-08-11,0,BD,ISLINGTON STATION
2014-08-11,0,BD,ISLINGTON STATION
2014-08-11,7,YU,SHEPPARD WEST STATION
2014-08-11,0,YU,GLENCAIRN STATION
2014-08-11,0,YU,COLLEGE STATION
2014-08-11,0,SHP,YONGE SHP STATION
2014-08-11,0,BD,KENNEDY BD STATION
2014-08-11,0,BD,KIPLING STATION
2014-08-11,0,BD,BLOOR DANFORTH SUBWAY
2014-08-11,0,BD,DUNDAS WEST STATION
2014-08-11,0,BD,VICTORIA PARK STATION
2014-08-11,0,BD,BATHURST STATION
2014-08-11,0,YU,YONGE UNIVERSITY LINE
2014-08-11,0,BD,KENNEDY BD STATION
2014-08-11,0,YU,FINCH STATION
2014-08-11,0,BD,KIPLING STATION
2014-08-11,0,YU,SHEPPARD WEST STATION
2014-08-11,0,BD,GREENWOOD STATION
2014-08-11,4,BD,LANSDOWNE STATION
2014-08-11,0,YU,BLOOR STATION
2014-08-11,0,BD,BATHURST STATION
2014-08-11,4,BD,KENNEDY BD STATION
2014-08-11,0,BD,SHERBOURNE STATION
2014-08-11,4,BD,KENNEDY BD STATION
2014-08-11,0,BD,KENNEDY BD STATION
2014-08-11,0,BD,KENNEDY BD STATION
2014-08-11,0,BD,OLD MILL STATION
2014-08-11,0,BD,WOODBINE STATION
2014-08-11,3,BD,KENNEDY BD STATION
2014-08-11,3,BD,CHRISTIE STATION
2014-08-11,3,YU,QUEEN STATION
2014-08-11,0,BD,KENNEDY BD STATION
2014-08-11,0,YU,LAWRENCE STATION
2014-08-11,0,BD,ISLINGTON STATION
2014-08-11,0,YU,DUNDAS STATION
2014-08-11,0,BD,KENNEDY BD STATION
2014-08-11,0,YU,FINCH STATION
2014-08-11,0,BD,COXWELL STATION
2014-08-11,0,YU,TORONTO TRANSIT COMMIS
2014-08-11,0,SRT,TORONTO TRANSIT COMMIS
2014-08-11,0,BD,KIPLING STATION
2014-08-11,0,BD,SHERBOURNE STATION
2014-08-11,0,SRT,ELLESMERE STATION
2014-08-11,0,YU,FINCH STATION
2014-08-11,0,BD,ROYAL YORK STATION
2014-08-11,0,BD,ST GEORGE BD STATION
2014-08-11,3,BD,SPADINA BD STATION
2014-08-11,0,SHP,TORONTO TRANSIT COMMIS
2014-08-11,0,BD,COXWELL STATION
2014-08-11,3,BD,DUFFERIN STATION
2014-08-11,0,BD,ROYAL YORK STATION
2014-08-11,3,BD,KIPLING STATION
2014-08-11,0,BD,WARDEN STATION
2014-08-11,0,YU,EGLINTON STATION
2014-08-11,0,YU,EGLINTON WEST STATION
2014-08-11,0,BD,KEELE STATION
2014-08-11,0,BD,JANE STATION
2014-08-11,0,YU,YONGE UNIVERSITY LINE
2014-08-11,0,YU,WILSON STATION
2014-08-11,0,BD,CHESTER STATION
2014-08-11,0,BD,OLD MILL STATION
2014-08-11,0,BD,RUNNYMEDE STATION
2014-08-11,0,BD,BLOOR DANFORTH SUBWAY
2014-08-11,0,YU,ST CLAIR WEST STATION
2014-08-11,4,YU,EGLINTON STATION
2014-08-11,0,YU,FINCH STATION
2014-08-11,0,BD,WARDEN STATION
2014-08-11,0,BD,KENNEDY BD STATION
2014-08-12,0,YU,BLOOR STATION
2014-08-12,9,BD,LANSDOWNE STATION
2014-08-12,0,YU,ST CLAIR STATION
2014-08-12,0,BD,WOODBINE STATION
2014-08-12,0,YU,SHEPPARD WEST STATION
2014-08-12,0,YU,FINCH STATION
2014-08-12,3,BD,BATHURST STATION
2014-08-12,0,YU,ST CLAIR WEST STATION
2014-08-12,0,BD,KEELE STATION
2014-08-12,3,BD,WARDEN STATION
2014-08-12,0,YU,UNION STATION
2014-08-12,0,BD,VICTORIA PARK STATION
2014-08-12,0,BD,OSSINGTON STATION
2014-08-12,0,YU,ST CLAIR WEST STATION
2014-08-12,8,SHP,BESSARION STATION
2014-08-12,0,YU,YONGE UNIVERSITY LINE
2014-08-12,0,BD,BLOOR DANFORTH SUBWAY
2014-08-12,0,YU,EGLINTON WEST STATION
2014-08-12,0,BD,LANSDOWNE STATION
2014-08-12,0,SHP,YONGE SHP STATION
2014-08-12,4,BD,OLD MILL STATION
2014-08-12,0,BD,ROYAL YORK STATION
2014-08-12,4,SHP,LESLIE STATION
2014-08-12,0,YU,YONGE UNIVERSITY LINE
2014-08-12,0,SHP,BAYVIEW STATION
2014-08-12,0,YU,SHEPPARD WEST STATION
2014-08-12,3,YU,SHEPPARD WEST STATION
2014-08-12,0,BD,BLOOR DANFORTH SUBWAY
2014-08-12,3,BD,VICTORIA PARK STATION
2014-08-12,0,YU,DUPONT STATION
2014-08-12,0,BD,ISLINGTON STATION
2014-08-12,0,BD,KIPLING STATION
2014-08-12,0,BD,COXWELL STATION
2014-08-12,0,BD,ISLINGTON STATION
2014-08-12,5,SHP,YONGE SHP STATION
2014-08-12,36,YU,SHEPPARD WEST STATION
2014-08-12,5,YU,DAVISVILLE YARD
2014-08-12,0,YU,FINCH STATION
2014-08-12,0,YU,ST PATRICK STATION
2014-08-12,0,BD,JANE STATION
2014-08-12,4,SHP,BAYVIEW STATION
2014-08-12,0,YU,SHEPPARD WEST STATION
2014-08-12,0,YU,SHEPPARD WEST STATION
2014-08-12,3,BD,DONLANDS STATION
2014-08-12,0,BD,COXWELL STATION
2014-08-12,4,SRT,MCCOWAN STATION
2014-08-12,0,BD,KEELE STATION
2014-08-12,4,YU,FINCH STATION
2014-08-12,3,BD,WARDEN STATION
2014-08-12,0,YU,BLOOR STATION
2014-08-12,0,YU,YONGE UNIVERSITY LINE
2014-08-12,0,YU,ST CLAIR WEST STATION
2014-08-12,0,BD,WOODBINE STATION
2014-08-12,0,YU,LAWRENCE STATION
2014-08-12,3,BD,BROADVIEW STATION
2014-08-12,3,YU,DUNDAS STATION
2014-08-12,0,BD,BLOOR DANFORTH SUBWAY
2014-08-12,3,BD,RUNNYMEDE STATION
2014-08-12,0,YU,EGLINTON STATION
2014-08-12,0,YU,FINCH STATION
2014-08-12,0,BD,CHESTER STATION
2014-08-12,0,YU,ST GEORGE YUS STATION
2014-08-12,0,BD,KIPLING STATION
2014-08-13,4,YU,DAVISVILLE STATION
2014-08-13,0,BD,KENNEDY BD STATION
2014-08-13,0,YU,NORTH YORK CTR STATION
2014-08-13,7,YU,EGLINTON STATION
2014-08-13,0,YU,FINCH STATION
2014-08-13,12,YU,FINCH STATION
2014-08-13,0,BD,KIPLING STATION
2014-08-13,3,BD,KIPLING STATION
2014-08-13,0,SHP,YONGE SHP STATION
2014-08-13,0,BD,ROYAL YORK STATION
2014-08-13,0,YU,YORK MILLS STATION
2014-08-13,0,BD,BLOOR DANFORTH SUBWAY
2014-08-13,5,BD,OSSINGTON STATION
2014-08-13,0,YU,YONGE UNIVERSITY LINE
2014-08-13,0,YU,COLLEGE STATION
2014-08-13,5,BD,DUFFERIN STATION
2014-08-13,5,BD,BROADVIEW STATION
2014-08-13,0,BD,BROADVIEW STATION
2014-08-13,3,BD,KENNEDY BD STATION
2014-08-13,36,BD,SPADINA BD STATION
2014-08-13,0,YU,SPADINA YUS STATION
2014-08-13,0,BD,ST GEORGE BD STATION
2014-08-13,0,YU,YONGE UNIVERSITY LINE
2014-08-13,3,YU,YORK MILLS STATION
2014-08-13,4,BD,JANE STATION
2014-08-13,6,SRT,SCARB CTR STATION
2014-08-13,0,BD,BLOOR DANFORTH SUBWAY
2014-08-13,0,YU,WILSON HOSTLER
2014-08-13,8,YU,SPADINA YUS STATION
2014-08-13,0,BD,DONLANDS STATION
2014-08-13,0,BD,LANSDOWNE STATION
2014-08-13,3,BD,DONLANDS STATION
2014-08-13,0,BD,ROYAL YORK STATION
